date_id,date,year,month,month_name,quarter
119,2022-04-29,2022,4,Apr,2
120,2022-04-30,2022,4,Apr,2
121,2022-05-01,2022,5,May,2
122,2022-05-02,2022,5,May,2
123,2022-05-03,2022,5,May,2
124,2022-05-04,2022,5,May,2
125,2022-05-05,2022,5,May,2
126,2022-05-06,2022,5,May,2
127,2022-05-07,2022,5,May,2
128,2022-05-08,2022,5,May,2
129,2022-05-09,2022,5,May,2
130,2022-05-10,2022,5,May,2
131,2022-05-11,2022,5,May,2
132,2022-05-12,2022,5,May,2
133,2022-05-13,2022,5,May,2
134,2022-05-14,2022,5,May,2
135,2022-05-15,2022,5,May,2
136,2022-05-16,2022,5,May,2
137,2022-05-17,2022,5,May,2
138,2022-05-18,2022,5,May,2
139,2022-05-19,2022,5,May,2
140,2022-05-20,2022,5,May,2
141,2022-05-21,2022,5,May,2
142,2022-05-22,2022,5,May,2
143,2022-05-23,2022,5,May,2
144,2022-05-24,2022,5,May,2
145,2022-05-25,2022,5,May,2
146,2022-05-26,2022,5,May,2
147,2022-05-27,2022,5,May,2
148,2022-05-28,2022,5,May,2
149,2022-05-29,2022,5,May,2
150,2022-05-30,2022,5,May,2
151,2022-05-31,2022,5,May,2
152,2022-06-01,2022,6,Jun,2
153,2022-06-02,2022,6,Jun,2
154,2022-06-03,2022,6,Jun,2
155,2022-06-04,2022,6,Jun,2
156,2022-06-05,2022,6,Jun,2
157,2022-06-06,2022,6,Jun,2
158,2022-06-07,2022,6,Jun,2
159,2022-06-08,2022,6,Jun,2
160,2022-06-09,2022,6,Jun,2
161,2022-06-10,2022,6,Jun,2
162,2022-06-11,2022,6,Jun,2
163,2022-06-12,2022,6,Jun,2
164,2022-06-13,2022,6,Jun,2
165,2022-06-14,2022,6,Jun,2
166,2022-06-15,2022,6,Jun,2
167,2022-06-16,2022,6,Jun,2
168,2022-06-17,2022,6,Jun,2
169,2022-06-18,2022,6,Jun,2
170,2022-06-19,2022,6,Jun,2
171,2022-06-20,2022,6,Jun,2
172,2022-06-21,2022,6,Jun,2
173,2022-06-22,2022,6,Jun,2
174,2022-06-23,2022,6,Jun,2
175,2022-06-24,2022,6,Jun,2
176,2022-06-25,2022,6,Jun,2
177,2022-06-26,2022,6,Jun,2
178,2022-06-27,2022,6,Jun,2
179,2022-06-28,2022,6,Jun,2
180,2022-06-29,2022,6,Jun,2
181,2022-06-30,2022,6,Jun,2
182,2022-07-01,2022,7,Jul,3
183,2022-07-02,2022,7,Jul,3
184,2022-07-03,2022,7,Jul,3
185,2022-07-04,2022,7,Jul,3
186,2022-07-05,2022,7,Jul,3
187,2022-07-06,2022,7,Jul,3
188,2022-07-07,2022,7,Jul,3
189,2022-07-08,2022,7,Jul,3
190,2022-07-09,2022,7,Jul,3
191,2022-07-10,2022,7,Jul,3
192,2022-07-11,2022,7,Jul,3
193,2022-07-12,2022,7,Jul,3
194,2022-07-13,2022,7,Jul,3
195,2022-07-14,2022,7,Jul,3
196,2022-07-15,2022,7,Jul,3
197,2022-07-16,2022,7,Jul,3
198,2022-07-17,2022,7,Jul,3
199,2022-07-18,2022,7,Jul,3
200,2022-07-19,2022,7,Jul,3
201,2022-07-20,2022,7,Jul,3
202,2022-07-21,2022,7,Jul,3
203,2022-07-22,2022,7,Jul,3
204,2022-07-23,2022,7,Jul,3
205,2022-07-24,2022,7,Jul,3
206,2022-07-25,2022,7,Jul,3
207,2022-07-26,2022,7,Jul,3
208,2022-07-27,2022,7,Jul,3
209,2022-07-28,2022,7,Jul,3
210,2022-07-29,2022,7,Jul,3
211,2022-07-30,2022,7,Jul,3
212,2022-07-31,2022,7,Jul,3
213,2022-08-01,2022,8,Aug,3
214,2022-08-02,2022,8,Aug,3
215,2022-08-03,2022,8,Aug,3
216,2022-08-04,2022,8,Aug,3
217,2022-08-05,2022,8,Aug,3
218,2022-08-06,2022,8,Aug,3
219,2022-08-07,2022,8,Aug,3
220,2022-08-08,2022,8,Aug,3
221,2022-08-09,2022,8,Aug,3
222,2022-08-10,2022,8,Aug,3
223,2022-08-11,2022,8,Aug,3
224,2022-08-12,2022,8,Aug,3
225,2022-08-13,2022,8,Aug,3
226,2022-08-14,2022,8,Aug,3
227,2022-08-15,2022,8,Aug,3
228,2022-08-16,2022,8,Aug,3
229,2022-08-17,2022,8,Aug,3
230,2022-08-18,2022,8,Aug,3
231,2022-08-19,2022,8,Aug,3
232,2022-08-20,2022,8,Aug,3
233,2022-08-21,2022,8,Aug,3
234,2022-08-22,2022,8,Aug,3
235,2022-08-23,2022,8,Aug,3
236,2022-08-24,2022,8,Aug,3
237,2022-08-25,2022,8,Aug,3
238,2022-08-26,2022,8,Aug,3
239,2022-08-27,2022,8,Aug,3
240,2022-08-28,2022,8,Aug,3
241,2022-08-29,2022,8,Aug,3
242,2022-08-30,2022,8,Aug,3
243,2022-08-31,2022,8,Aug,3
244,2022-09-01,2022,9,Sep,3
245,2022-09-02,2022,9,Sep,3
246,2022-09-03,2022,9,Sep,3
247,2022-09-04,2022,9,Sep,3
248,2022-09-05,2022,9,Sep,3
249,2022-09-06,2022,9,Sep,3
250,2022-09-07,2022,9,Sep,3
251,2022-09-08,2022,9,Sep,3
252,2022-09-09,2022,9,Sep,3
253,2022-09-10,2022,9,Sep,3
254,2022-09-11,2022,9,Sep,3
255,2022-09-12,2022,9,Sep,3
256,2022-09-13,2022,9,Sep,3
257,2022-09-14,2022,9,Sep,3
258,2022-09-15,2022,9,Sep,3
259,2022-09-16,2022,9,Sep,3
260,2022-09-17,2022,9,Sep,3
261,2022-09-18,2022,9,Sep,3
262,2022-09-19,2022,9,Sep,3
263,2022-09-20,2022,9,Sep,3
264,2022-09-21,2022,9,Sep,3
265,2022-09-22,2022,9,Sep,3
266,2022-09-23,2022,9,Sep,3
267,2022-09-24,2022,9,Sep,3
268,2022-09-25,2022,9,Sep,3
269,2022-09-26,2022,9,Sep,3
270,2022-09-27,2022,9,Sep,3
271,2022-09-28,2022,9,Sep,3
272,2022-09-29,2022,9,Sep,3
273,2022-09-30,2022,9,Sep,3
274,2022-10-01,2022,10,Oct,4
275,2022-10-02,2022,10,Oct,4
276,2022-10-03,2022,10,Oct,4
277,2022-10-04,2022,10,Oct,4
278,2022-10-05,2022,10,Oct,4
279,2022-10-06,2022,10,Oct,4
280,2022-10-07,2022,10,Oct,4
281,2022-10-08,2022,10,Oct,4
282,2022-10-09,2022,10,Oct,4
283,2022-10-10,2022,10,Oct,4
284,2022-10-11,2022,10,Oct,4
285,2022-10-12,2022,10,Oct,4
286,2022-10-13,2022,10,Oct,4
287,2022-10-14,2022,10,Oct,4
288,2022-10-15,2022,10,Oct,4
289,2022-10-16,2022,10,Oct,4
290,2022-10-17,2022,10,Oct,4
291,2022-10-18,2022,10,Oct,4
292,2022-10-19,2022,10,Oct,4
293,2022-10-20,2022,10,Oct,4
294,2022-10-21,2022,10,Oct,4
295,2022-10-22,2022,10,Oct,4
296,2022-10-23,2022,10,Oct,4
297,2022-10-24,2022,10,Oct,4
298,2022-10-25,2022,10,Oct,4
299,2022-10-26,2022,10,Oct,4
300,2022-10-27,2022,10,Oct,4
301,2022-10-28,2022,10,Oct,4
302,2022-10-29,2022,10,Oct,4
303,2022-10-30,2022,10,Oct,4
304,2022-10-31,2022,10,Oct,4
305,2022-11-01,2022,11,Nov,4
306,2022-11-02,2022,11,Nov,4
307,2022-11-03,2022,11,Nov,4
308,2022-11-04,2022,11,Nov,4
309,2022-11-05,2022,11,Nov,4
310,2022-11-06,2022,11,Nov,4
311,2022-11-07,2022,11,Nov,4
312,2022-11-08,2022,11,Nov,4
313,2022-11-09,2022,11,Nov,4
314,2022-11-10,2022,11,Nov,4
315,2022-11-11,2022,11,Nov,4
316,2022-11-12,2022,11,Nov,4
317,2022-11-13,2022,11,Nov,4
318,2022-11-14,2022,11,Nov,4
319,2022-11-15,2022,11,Nov,4
320,2022-11-16,2022,11,Nov,4
321,2022-11-17,2022,11,Nov,4
322,2022-11-18,2022,11,Nov,4
323,2022-11-19,2022,11,Nov,4
324,2022-11-20,2022,11,Nov,4
325,2022-11-21,2022,11,Nov,4
326,2022-11-22,2022,11,Nov,4
327,2022-11-23,2022,11,Nov,4
328,2022-11-24,2022,11,Nov,4
329,2022-11-25,2022,11,Nov,4
330,2022-11-26,2022,11,Nov,4
331,2022-11-27,2022,11,Nov,4
332,2022-11-28,2022,11,Nov,4
333,2022-11-29,2022,11,Nov,4
334,2022-11-30,2022,11,Nov,4
335,2022-12-01,2022,12,Dec,4
336,2022-12-02,2022,12,Dec,4
337,2022-12-03,2022,12,Dec,4
338,2022-12-04,2022,12,Dec,4
339,2022-12-05,2022,12,Dec,4
340,2022-12-06,2022,12,Dec,4
341,2022-12-07,2022,12,Dec,4
342,2022-12-08,2022,12,Dec,4
343,2022-12-09,2022,12,Dec,4
344,2022-12-10,2022,12,Dec,4
345,2022-12-11,2022,12,Dec,4
346,2022-12-12,2022,12,Dec,4
347,2022-12-13,2022,12,Dec,4
348,2022-12-14,2022,12,Dec,4
349,2022-12-15,2022,12,Dec,4
350,2022-12-16,2022,12,Dec,4
351,2022-12-17,2022,12,Dec,4
352,2022-12-18,2022,12,Dec,4
353,2022-12-19,2022,12,Dec,4
354,2022-12-20,2022,12,Dec,4
355,2022-12-21,2022,12,Dec,4
356,2022-12-22,2022,12,Dec,4
357,2022-12-23,2022,12,Dec,4
358,2022-12-24,2022,12,Dec,4
359,2022-12-25,2022,12,Dec,4
360,2022-12-26,2022,12,Dec,4
361,2022-12-27,2022,12,Dec,4
362,2022-12-28,2022,12,Dec,4
363,2022-12-29,2022,12,Dec,4
364,2022-12-30,2022,12,Dec,4
365,2022-12-31,2022,12,Dec,4
366,2023-01-01,2023,1,Jan,1
367,2023-01-02,2023,1,Jan,1
368,2023-01-03,2023,1,Jan,1
369,2023-01-04,2023,1,Jan,1
370,2023-01-05,2023,1,Jan,1
371,2023-01-06,2023,1,Jan,1
372,2023-01-07,2023,1,Jan,1
373,2023-01-08,2023,1,Jan,1
374,2023-01-09,2023,1,Jan,1
375,2023-01-10,2023,1,Jan,1
376,2023-01-11,2023,1,Jan,1
377,2023-01-12,2023,1,Jan,1
378,2023-01-13,2023,1,Jan,1
379,2023-01-14,2023,1,Jan,1
380,2023-01-15,2023,1,Jan,1
381,2023-01-16,2023,1,Jan,1
382,2023-01-17,2023,1,Jan,1
383,2023-01-18,2023,1,Jan,1
384,2023-01-19,2023,1,Jan,1
385,2023-01-20,2023,1,Jan,1
386,2023-01-21,2023,1,Jan,1
387,2023-01-22,2023,1,Jan,1
388,2023-01-23,2023,1,Jan,1
389,2023-01-24,2023,1,Jan,1
390,2023-01-25,2023,1,Jan,1
391,2023-01-26,2023,1,Jan,1
392,2023-01-27,2023,1,Jan,1
393,2023-01-28,2023,1,Jan,1
394,2023-01-29,2023,1,Jan,1
395,2023-01-30,2023,1,Jan,1
396,2023-01-31,2023,1,Jan,1
397,2023-02-01,2023,2,Feb,1
398,2023-02-02,2023,2,Feb,1
399,2023-02-03,2023,2,Feb,1
400,2023-02-04,2023,2,Feb,1
401,2023-02-05,2023,2,Feb,1
402,2023-02-06,2023,2,Feb,1
403,2023-02-07,2023,2,Feb,1
404,2023-02-08,2023,2,Feb,1
405,2023-02-09,2023,2,Feb,1
406,2023-02-10,2023,2,Feb,1
407,2023-02-11,2023,2,Feb,1
408,2023-02-12,2023,2,Feb,1
409,2023-02-13,2023,2,Feb,1
410,2023-02-14,2023,2,Feb,1
411,2023-02-15,2023,2,Feb,1
412,2023-02-16,2023,2,Feb,1
413,2023-02-17,2023,2,Feb,1
414,2023-02-18,2023,2,Feb,1
415,2023-02-19,2023,2,Feb,1
416,2023-02-20,2023,2,Feb,1
417,2023-02-21,2023,2,Feb,1
418,2023-02-22,2023,2,Feb,1
419,2023-02-23,2023,2,Feb,1
420,2023-02-24,2023,2,Feb,1
421,2023-02-25,2023,2,Feb,1
422,2023-02-26,2023,2,Feb,1
423,2023-02-27,2023,2,Feb,1
424,2023-02-28,2023,2,Feb,1
425,2023-03-01,2023,3,Mar,1
426,2023-03-02,2023,3,Mar,1
427,2023-03-03,2023,3,Mar,1
428,2023-03-04,2023,3,Mar,1
429,2023-03-05,2023,3,Mar,1
430,2023-03-06,2023,3,Mar,1
431,2023-03-07,2023,3,Mar,1
432,2023-03-08,2023,3,Mar,1
433,2023-03-09,2023,3,Mar,1
434,2023-03-10,2023,3,Mar,1
435,2023-03-11,2023,3,Mar,1
436,2023-03-12,2023,3,Mar,1
437,2023-03-13,2023,3,Mar,1
438,2023-03-14,2023,3,Mar,1
439,2023-03-15,2023,3,Mar,1
440,2023-03-16,2023,3,Mar,1
441,2023-03-17,2023,3,Mar,1
442,2023-03-18,2023,3,Mar,1
443,2023-03-19,2023,3,Mar,1
444,2023-03-20,2023,3,Mar,1
445,2023-03-21,2023,3,Mar,1
446,2023-03-22,2023,3,Mar,1
447,2023-03-23,2023,3,Mar,1
448,2023-03-24,2023,3,Mar,1
449,2023-03-25,2023,3,Mar,1
450,2023-03-26,2023,3,Mar,1
451,2023-03-27,2023,3,Mar,1
452,2023-03-28,2023,3,Mar,1
453,2023-03-29,2023,3,Mar,1
454,2023-03-30,2023,3,Mar,1
455,2023-03-31,2023,3,Mar,1
456,2023-04-01,2023,4,Apr,2
457,2023-04-02,2023,4,Apr,2
458,2023-04-03,2023,4,Apr,2
459,2023-04-04,2023,4,Apr,2
460,2023-04-05,2023,4,Apr,2
461,2023-04-06,2023,4,Apr,2
462,2023-04-07,2023,4,Apr,2
463,2023-04-08,2023,4,Apr,2
464,2023-04-09,2023,4,Apr,2
465,2023-04-10,2023,4,Apr,2
466,2023-04-11,2023,4,Apr,2
467,2023-04-12,2023,4,Apr,2
468,2023-04-13,2023,4,Apr,2
469,2023-04-14,2023,4,Apr,2
470,2023-04-15,2023,4,Apr,2
471,2023-04-16,2023,4,Apr,2
472,2023-04-17,2023,4,Apr,2
473,2023-04-18,2023,4,Apr,2
474,2023-04-19,2023,4,Apr,2
475,2023-04-20,2023,4,Apr,2
476,2023-04-21,2023,4,Apr,2
477,2023-04-22,2023,4,Apr,2
478,2023-04-23,2023,4,Apr,2
479,2023-04-24,2023,4,Apr,2
480,2023-04-25,2023,4,Apr,2
481,2023-04-26,2023,4,Apr,2
482,2023-04-27,2023,4,Apr,2
483,2023-04-28,2023,4,Apr,2
484,2023-04-29,2023,4,Apr,2
485,2023-04-30,2023,4,Apr,2
486,2023-05-01,2023,5,May,2
487,2023-05-02,2023,5,May,2
488,2023-05-03,2023,5,May,2
489,2023-05-04,2023,5,May,2
490,2023-05-05,2023,5,May,2
491,2023-05-06,2023,5,May,2
492,2023-05-07,2023,5,May,2
493,2023-05-08,2023,5,May,2
494,2023-05-09,2023,5,May,2
495,2023-05-10,2023,5,May,2
496,2023-05-11,2023,5,May,2
497,2023-05-12,2023,5,May,2
498,2023-05-13,2023,5,May,2
499,2023-05-14,2023,5,May,2
500,2023-05-15,2023,5,May,2
501,2023-05-16,2023,5,May,2
502,2023-05-17,2023,5,May,2
503,2023-05-18,2023,5,May,2
504,2023-05-19,2023,5,May,2
505,2023-05-20,2023,5,May,2
506,2023-05-21,2023,5,May,2
507,2023-05-22,2023,5,May,2
508,2023-05-23,2023,5,May,2
509,2023-05-24,2023,5,May,2
510,2023-05-25,2023,5,May,2
511,2023-05-26,2023,5,May,2
512,2023-05-27,2023,5,May,2
513,2023-05-28,2023,5,May,2
514,2023-05-29,2023,5,May,2
515,2023-05-30,2023,5,May,2
516,2023-05-31,2023,5,May,2
517,2023-06-01,2023,6,Jun,2
518,2023-06-02,2023,6,Jun,2
519,2023-06-03,2023,6,Jun,2
520,2023-06-04,2023,6,Jun,2
521,2023-06-05,2023,6,Jun,2
522,2023-06-06,2023,6,Jun,2
523,2023-06-07,2023,6,Jun,2
524,2023-06-08,2023,6,Jun,2
525,2023-06-09,2023,6,Jun,2
526,2023-06-10,2023,6,Jun,2
527,2023-06-11,2023,6,Jun,2
528,2023-06-12,2023,6,Jun,2
529,2023-06-13,2023,6,Jun,2
530,2023-06-14,2023,6,Jun,2
531,2023-06-15,2023,6,Jun,2
532,2023-06-16,2023,6,Jun,2
533,2023-06-17,2023,6,Jun,2
534,2023-06-18,2023,6,Jun,2
535,2023-06-19,2023,6,Jun,2
536,2023-06-20,2023,6,Jun,2
537,2023-06-21,2023,6,Jun,2
538,2023-06-22,2023,6,Jun,2
539,2023-06-23,2023,6,Jun,2
540,2023-06-24,2023,6,Jun,2
541,2023-06-25,2023,6,Jun,2
542,2023-06-26,2023,6,Jun,2
543,2023-06-27,2023,6,Jun,2
544,2023-06-28,2023,6,Jun,2
545,2023-06-29,2023,6,Jun,2
546,2023-06-30,2023,6,Jun,2
547,2023-07-01,2023,7,Jul,3
548,2023-07-02,2023,7,Jul,3
549,2023-07-03,2023,7,Jul,3
550,2023-07-04,2023,7,Jul,3
551,2023-07-05,2023,7,Jul,3
552,2023-07-06,2023,7,Jul,3
553,2023-07-07,2023,7,Jul,3
554,2023-07-08,2023,7,Jul,3
555,2023-07-09,2023,7,Jul,3
556,2023-07-10,2023,7,Jul,3
557,2023-07-11,2023,7,Jul,3
558,2023-07-12,2023,7,Jul,3
559,2023-07-13,2023,7,Jul,3
560,2023-07-14,2023,7,Jul,3
561,2023-07-15,2023,7,Jul,3
562,2023-07-16,2023,7,Jul,3
563,2023-07-17,2023,7,Jul,3
564,2023-07-18,2023,7,Jul,3
565,2023-07-19,2023,7,Jul,3
566,2023-07-20,2023,7,Jul,3
567,2023-07-21,2023,7,Jul,3
568,2023-07-22,2023,7,Jul,3
569,2023-07-23,2023,7,Jul,3
570,2023-07-24,2023,7,Jul,3
571,2023-07-25,2023,7,Jul,3
572,2023-07-26,2023,7,Jul,3
573,2023-07-27,2023,7,Jul,3
574,2023-07-28,2023,7,Jul,3
575,2023-07-29,2023,7,Jul,3
576,2023-07-30,2023,7,Jul,3
577,2023-07-31,2023,7,Jul,3
578,2023-08-01,2023,8,Aug,3
579,2023-08-02,2023,8,Aug,3
580,2023-08-03,2023,8,Aug,3
581,2023-08-04,2023,8,Aug,3
582,2023-08-05,2023,8,Aug,3
583,2023-08-06,2023,8,Aug,3
584,2023-08-07,2023,8,Aug,3
585,2023-08-08,2023,8,Aug,3
586,2023-08-09,2023,8,Aug,3
587,2023-08-10,2023,8,Aug,3
588,2023-08-11,2023,8,Aug,3
589,2023-08-12,2023,8,Aug,3
590,2023-08-13,2023,8,Aug,3
591,2023-08-14,2023,8,Aug,3
592,2023-08-15,2023,8,Aug,3
593,2023-08-16,2023,8,Aug,3
594,2023-08-17,2023,8,Aug,3
595,2023-08-18,2023,8,Aug,3
596,2023-08-19,2023,8,Aug,3
597,2023-08-20,2023,8,Aug,3
598,2023-08-21,2023,8,Aug,3
599,2023-08-22,2023,8,Aug,3
600,2023-08-23,2023,8,Aug,3
601,2023-08-24,2023,8,Aug,3
602,2023-08-25,2023,8,Aug,3
603,2023-08-26,2023,8,Aug,3
604,2023-08-27,2023,8,Aug,3
605,2023-08-28,2023,8,Aug,3
606,2023-08-29,2023,8,Aug,3
607,2023-08-30,2023,8,Aug,3
608,2023-08-31,2023,8,Aug,3
609,2023-09-01,2023,9,Sep,3
610,2023-09-02,2023,9,Sep,3
611,2023-09-03,2023,9,Sep,3
612,2023-09-04,2023,9,Sep,3
613,2023-09-05,2023,9,Sep,3
614,2023-09-06,2023,9,Sep,3
615,2023-09-07,2023,9,Sep,3
616,2023-09-08,2023,9,Sep,3
617,2023-09-09,2023,9,Sep,3
618,2023-09-10,2023,9,Sep,3
619,2023-09-11,2023,9,Sep,3
620,2023-09-12,2023,9,Sep,3
621,2023-09-13,2023,9,Sep,3
622,2023-09-14,2023,9,Sep,3
623,2023-09-15,2023,9,Sep,3
624,2023-09-16,2023,9,Sep,3
625,2023-09-17,2023,9,Sep,3
626,2023-09-18,2023,9,Sep,3
627,2023-09-19,2023,9,Sep,3
628,2023-09-20,2023,9,Sep,3
629,2023-09-21,2023,9,Sep,3
630,2023-09-22,2023,9,Sep,3
631,2023-09-23,2023,9,Sep,3
632,2023-09-24,2023,9,Sep,3
633,2023-09-25,2023,9,Sep,3
634,2023-09-26,2023,9,Sep,3
635,2023-09-27,2023,9,Sep,3
636,2023-09-28,2023,9,Sep,3
637,2023-09-29,2023,9,Sep,3
638,2023-09-30,2023,9,Sep,3
639,2023-10-01,2023,10,Oct,4
640,2023-10-02,2023,10,Oct,4
641,2023-10-03,2023,10,Oct,4
642,2023-10-04,2023,10,Oct,4
643,2023-10-05,2023,10,Oct,4
644,2023-10-06,2023,10,Oct,4
645,2023-10-07,2023,10,Oct,4
646,2023-10-08,2023,10,Oct,4
647,2023-10-09,2023,10,Oct,4
648,2023-10-10,2023,10,Oct,4
649,2023-10-11,2023,10,Oct,4
650,2023-10-12,2023,10,Oct,4
651,2023-10-13,2023,10,Oct,4
652,2023-10-14,2023,10,Oct,4
653,2023-10-15,2023,10,Oct,4
654,2023-10-16,2023,10,Oct,4
655,2023-10-17,2023,10,Oct,4
656,2023-10-18,2023,10,Oct,4
657,2023-10-19,2023,10,Oct,4
658,2023-10-20,2023,10,Oct,4
659,2023-10-21,2023,10,Oct,4
660,2023-10-22,2023,10,Oct,4
661,2023-10-23,2023,10,Oct,4
662,2023-10-24,2023,10,Oct,4
663,2023-10-25,2023,10,Oct,4
664,2023-10-26,2023,10,Oct,4
665,2023-10-27,2023,10,Oct,4
666,2023-10-28,2023,10,Oct,4
667,2023-10-29,2023,10,Oct,4
668,2023-10-30,2023,10,Oct,4
669,2023-10-31,2023,10,Oct,4
670,2023-11-01,2023,11,Nov,4
671,2023-11-02,2023,11,Nov,4
672,2023-11-03,2023,11,Nov,4
673,2023-11-04,2023,11,Nov,4
674,2023-11-05,2023,11,Nov,4
675,2023-11-06,2023,11,Nov,4
676,2023-11-07,2023,11,Nov,4
677,2023-11-08,2023,11,Nov,4
678,2023-11-09,2023,11,Nov,4
679,2023-11-10,2023,11,Nov,4
680,2023-11-11,2023,11,Nov,4
681,2023-11-12,2023,11,Nov,4
682,2023-11-13,2023,11,Nov,4
683,2023-11-14,2023,11,Nov,4
684,2023-11-15,2023,11,Nov,4
685,2023-11-16,2023,11,Nov,4
686,2023-11-17,2023,11,Nov,4
687,2023-11-18,2023,11,Nov,4
688,2023-11-19,2023,11,Nov,4
689,2023-11-20,2023,11,Nov,4
690,2023-11-21,2023,11,Nov,4
691,2023-11-22,2023,11,Nov,4
692,2023-11-23,2023,11,Nov,4
693,2023-11-24,2023,11,Nov,4
694,2023-11-25,2023,11,Nov,4
695,2023-11-26,2023,11,Nov,4
696,2023-11-27,2023,11,Nov,4
697,2023-11-28,2023,11,Nov,4
698,2023-11-29,2023,11,Nov,4
699,2023-11-30,2023,11,Nov,4
700,2023-12-01,2023,12,Dec,4
701,2023-12-02,2023,12,Dec,4
702,2023-12-03,2023,12,Dec,4
703,2023-12-04,2023,12,Dec,4
704,2023-12-05,2023,12,Dec,4
